pgn,freq
b3=g6=Bb2=Bg7=Bxg7=Nf6=Bxh8,8
e4=c6=d4=d5=Nc3=dxe4=Nxe4=Nd7=Qe2=Ngf6=Nd6#,7
g3=d5=Bg2=Bh3=Nf3=Bxg2,6
e4=c5=Nc3=Nc6=Nf3=g6=d4=cxd4=Qxd4=Bg7=Qxg7,5
b3=d5=Bb2=Bg4=e3=Bxd1,5
d4=g6=Nf3=Bg7=Bh6=c5=Bxg7,4
Nf3=c5=e4=e6=d4=cxd4=Bg5=a6=Bxd8,4
e4=c6=d4=d5=Nd2=dxe4=Nxe4=Nd7=Qe2=Ngf6=Nd6#,4
d4=e6=Nf3=c5=Bg5=cxd4=Bxd8,4
d4=d5=Nf3=c6=Bg5=e6=Bxd8,4
d4=e5=Nf3=exd4=Bg5=Nc6=Bxd8,4
g3=d6=Bg2=Bh3=d3=Bxg2,3
d4=g6=c4=Bg7=Bh6=d6=Bxg7,3
d4=e6=Nf3=b6=Bg5=Bb7=Bxd8,3
e4=c5=Nf3=Nc6=d4=cxd4=Nxd4=g6=Nxc6=dxc6=Qd4=Qxd4,3
d4=g6=c4=Bg7=Bh6=c5=Bxg7,3
d4=g6=Nf3=Bg7=Bh6=Nf6=Bxg7,3
Nf3=c6=b3=d6=Bb2=g6=Bxh8,3
g3=d5=Bg2=Bh3=c4=Bxg2,3
d4=c5=Nf3=cxd4=Bg5=e5=Bxd8,3
g3=d6=Bg2=Bh3=Nf3=Bxg2,3
b4=g6=Bb2=Bg7=Bxg7=Nf6=Bxh8,3
d4=g6=Nf3=Bg7=Bg5=c5=Bh4=cxd4=Nxd4=Qb6=c3=Qxb2=Nd2=Qxc3=Rc1=Qxd4=Rxc8#,3
d4=d5=c4=dxc4=e3=Be6=Nf3=c6=Ng5=Qa5+,3
d4=e6=Nf3=c5=Bg5=cxd4=Bxd8=Kxd8=Ne5,3
d4=g6=Nf3=Bg7=Bh6=d6=Bxg7,3
Nf3=d5=g3=Bh3=Bg2=Bxg2,3
b3=Nf6=Bb2=g6=Bxf6=Bg7=Bxg7,3
d4=g6=Nf3=Bg7=Bf4=c5=Be5=cxd4=Bxg7,2
e4=c5=Nf3=g6=d4=cxd4=Qxd4=Bg7=Qxg7,2
d4=d5=c4=c6=Nf3=Nf6=Nc3=dxc4=a4=Bg4=Ne5=Bh5=f3=Nfd7=Nxc4=e5=dxe5=Qh4+,2
d4=d6=Nf3=Nd7=Bg5=e5=Bxd8,2
g3=Nf6=Bg2=g6=e4=Bg7=e5=Nh5=d4,2
d4=c5=Nf3=cxd4=Bg5=e6=Bxd8=Kxd8=Ne5,2
Nf3=c5=b3=g6=Bb2=Bg7=Bxg7,2
d4=c5=Nf3=cxd4=Bg5=e6=Bxd8,2
d4=Nf6=Nc3=e6=e4=d5=Bg5=Nfd7=Bxd8=Kxd8=exd5,2
d4=d5=Nf3=e5=Bg5=e4=Bxd8,2
d4=d5=Nf3=Nf6=Bg5=Ne4=Bh4=Bf5=Nbd2=e6=Bxd8,2
e4=Nf6=Nc3=d5=e5=d4=exf6=dxc3=fxg7=cxd2+=Bxd2=Bxg7=Qh5=O-O=Bd3=f5=Nf3=e5=Bc4+=Kh8=Ng5=h6=Qg6=hxg5=Qh5+,2
e4=e5=Nf3=Bc5=Nc3=Qh4=Nxh4,2
c4=b5=g3=Bb7=Bg2=Bxg2,2
d4=Nf6=c4=d6=Nc3=Bf5=f3=e5=d5=e4=g4=Nxg4=fxg4=Qh4+=Kd2=e3+=Kxe3=Qg5+=Kf2=Qh4+=Ke3=Qg5+=Kf2=Qh4+=Ke3=Qg5+,2
