pgn,freq
e4-c5-Bc4-Nc6-Qf3-Nd4-Qxf7#,3
e4-e5-Qh5-d6-Bc4-g6-Qf3-Bg7-Qxf7#,3
e4-e5-d4-exd4-c3-d5-exd5-Qxd5-cxd4-Nc6-Nf3-Bg4-Be2-Bxf3-Bxf3-Qxd4-Bxc6+,3
d4-e5-dxe5-Nc6-Nf3-Qe7-Bf4-Qb4+-Qd2-Qxb2-Qc3-Bb4,3
e4-c5-Bc4-Nc6-Qf3-e5-Qxf7#,3
e4-e5-Nf3-d6-Bc4-Bg4-d4-Bxf3-Qxf3-exd4-Qxf7#,3
e4-Na6-Qf3-Nb4-Bc4-Na6-Qxf7#,3
e4-e5-Bc4-Nc6-Qf3-Nd4-Qxf7#,3
e4-e5-Nf3-Nf6-Nxe5-Nxe4-Qe2-Nd6-Nc6+,3
e4-e5-Nf3-Nc6-Bc4-Nd4-Nxe5-Qg5-Bxf7+-Ke7-Bxg8-Qxg2-Rhf1-Qxe4+-Qe2-Qxe2#,3
d3-Nc6-Qd2-Nb4-Qf4-Nxc2+,3
d4-Nf6-Nc3-g6-Bf4-Bg7-Nb5-c6-Bc7,3
b4-e5-Bb2-Bxb4-Bxe5-Nc6-Bxg7,3
e4-d6-d4-Nf6-e5-dxe5-dxe5-Qxd1+-Kxd1-Ng4-Nf3-Nxf2+,3
e4-e5-Nf3-Nc6-Bc4-d5-Bxd5,3
e3-c6-Qf3-g6-Bc4-Bg7-Qxf7#,3
e4-b6-Bc4-g6-Qf3-Bb7-Qxf7#,3
e4-e5-Nf3-Nc6-Bc4-Nd4-Nxe5-Qg5-Nxf7-Qxg2-Nxh8-Qxh1+-Bf1-Qxe4+-Be2-Nxc2+-Kf1-Qh1#,3
e4-f6-d4-e5-dxe5-fxe5-Qh5+-Ke7-Qxe5+-Kf7-Bc4+-Kg6-Qf5#,3
e4-e5-Nf3-Nc6-Bc4-Nf6-Ng5,3
e4-e5-Bc4-Nf6-d3-d5-exd5-Nxd5-Qf3-c6-Nc3-Nxc3-Qxf7#,3
e4-e5-Nf3-d6-Bc4-Bg4-Nc3-Bxf3-Qxf3-Nc6-Qxf7#,3
e3-f6-Qh5+-g6-Qf3-g5-Qh5#,3
e4-e5-Bc4-Nf6-Nf3-Nc6-Ng5-d5-exd5-Nxd5-Nxf7-Kxf7-Qf3+-Ke8-Bxd5-Nd4-Qf7#,3
e4-e5-Bc4-Nf6-Qh5-Nxh5,3
e4-e5-f4-exf4-Bc4-Qh4+-Kf1-Bc5-Nf3-Qf2#,3
e4-e5-f4-exf4-Nf3-g5-Bc4-g4-Bxf7+-Kxf7-Ne5+-Ke8-Qxg4-d6-Qh5+-Ke7-Qf7#,3
e4-e5-Nf3-Nc6-d4-exd4-Nxd4,3
e4-e5-Bc4-c6-Qh5-d6-Qxf7#,3
e4-e5-Nf3-Nc6-Bc4-Be7-d4-exd4-Nxd4-Nxd4-Qxd4-d6-Qxg7-Bf6-Qxf7#,3
