pgn,freq
e4-e5-Nf3-Nc6-Bc4-Nd4-Nxe5-Qg5-Nxf7-Qxg2-Rhf1-Qxe4+-Be2-Nf3#,44
e4-e5-Qh5-Nc6-Bc4-Nf6-Qxf7#,30
e4-e5-Qh5-d6-Bc4-Nf6-Qxf7#,25
e4-e5-Qh5-Nc6-Bc4-g6-Qf3-Nd4-Qxf7#,22
e4-e5-Qh5-g6-Qxe5+-Be7-Qxh8,22
e4-e5-d4-exd4-Qxd4-Nc6-Qc3-Bb4,21
e4-e5-Nf3-Nc6-Bc4-Nf6-Ng5-d5-exd5-Nxd5-Nxf7-Kxf7-Qf3+-Ke8-Bxd5-Nd4-Qf7#,20
e4-e5-Qh5-g6-Qxe5+-Ne7-Qxh8,20
e4-e5-Bc4-Nc6-Qh5-Nf6-Qxf7#,16
e4-e5-Nf3-d6-Bc4-h6-Nc3-Bg4-Nxe5-Bxd1-Bxf7+-Ke7-Nd5#,12
d4-d5-c4-dxc4-e3-b5-a4-c6-axb5-cxb5-Qf3-Qa5+-Rxa5,12
e4-e5-Qh5-g6-Qxe5+-Qe7-Qxh8,11
e4-d5-exd5-Qxd5-Nc3-Qc6-Bb5,11
e4-e5-Bc4-Nc6-Nf3-Nd4-Nxe5-Qg5-Nxf7-Qxg2-Rhf1-Qxe4+-Be2-Nf3#,11
e4-e5-Qh5-d6-Bc4-g6-Qf3-Nc6-Qxf7#,11
d4-d5-c4-dxc4-e3-b5-a4-c6-axb5-cxb5-Qf3,11
e4-e5-Nf3-Nf6-Nxe5-Nxe4-Qf3-d5-Qxf7#,10
e4-e5-Qf3-d6-Bc4-Nc6-Qxf7#,10
e4-e5-Qh5-Nc6-Bc4-g6-Qf3-Bc5-Qxf7#,9
e4-e5-Nf3-Nc6-Bc4-Bc5-Ng5-Qxg5,9
d4-d5-c4-e5-dxe5-d4-e3-Bb4+-Bd2-dxe3-Bxb4-exf2+-Ke2-fxg1=N+-Rhxg1-Bg4+,9
e4-e5-Nf3-Nc6-Bc4-Nf6-Ng5-d5-exd5-Nxd5-Nxf7-Kxf7-Qf3+-Kg8-Bxd5+,8
d4-d5-c4-dxc4-Qa4+-Nc6-Qxc6+,7
e4-e5-d4-f6-dxe5-fxe5-Qh5+-Ke7-Qxe5+-Kf7-Bc4+-Kg6-Qf5#,7
e3-b6-Qf3-Nc6-Bc4-Bb7-Qxf7#,6
e4-d5-exd5-Qxd5-d4-Nc6-Nf3-Bg4-Be2-Bxf3-Bxf3-Qxd4-Bxc6+,6
e4-Nc6-Qf3-Nb4-Bc4-Nxa2-Qxf7#,6
e4-e5-Nf3-f6-Nxe5-fxe5-Qh5+-Ke7-Qxe5+-Kf7-Bc4+-Kg6-Qf5+-Kh6-d4+-g5-h4-Be7-hxg5+-Kg7-Qf7#,6
e4-e5-Qh5-Nc6-Bc4-g6-Qf3-d6-Qxf7#,6
e4-e5-Nf3-d6-Bc4-Bg4-Nc3-Nc6-Nxe5-Bxd1-Bxf7+-Ke7-Nd5#,6
e4-e5-Qh5-Nc6-Bc4-g6-Qf3-Bg7-Qxf7#,6
e4-e5-Nf3-Nc6-Bc4-Nf6-Ng5-d5-exd5-Nxd5-Nxf7-Kxf7-Qf3+-Ke6-Nc3-Nd4-Bxd5+-Qxd5-Qxd5+,5
e4-e5-Nf3-Nc6-Bc4-h6-d4-exd4-Nxd4-Nxd4-Qxd4-c5-Qd5-Nf6-Qxf7#,5
e4-e5-Nf3-Nc6-Bc4-Nf6-Ng5-h6-Nxf7,5
e4-e5-Nf3-d6-Bc4-Bg4-Nc3-h6-Nxe5-Bxd1-Bxf7+-Ke7-Nd5#,5
e4-c6-d4-d5-Nc3-dxe4-Nxe4-Nd7-Qe2-Ngf6-Nd6#,5
g3-e5-Bg2-Qf6-b3-Bc5-Bb2-Qxf2#,5
e4-e5-Nf3-Nc6-Bc4-Nf6-Ng5-d5-exd5-Nxd5-Qf3-f6-Bxd5-fxg5-Qf7#,5
e4-e5-Qh5-d6-Bc4-Be6-Bxe6,5
e4-c5-Bc4-Nc6-Qh5-Nf6-Qxf7#,5
e4-e5-d4-exd4-Qxd4-Nc6-Qc5-Bxc5,5
g3-e5-Bg2-Bc5-b3-Qf6-Bb2-Qxf2#,5
e4-e5-d4-Nc6-d5-Nd4-c3,5
e4-c5-Bc4-e6-d4-cxd4-Qxd4-Nc6-Qc3-Bb4,5
e4-g6-Bc4-Bg7-Qf3-b6-Qxf7#,5
e4-e5-Nf3-d6-d4-Bg4-dxe5-Bxf3-Qxf3-dxe5-Bc4-Nf6-Qb3-Qd7-Qxb7-Qc6-Bb5,5
b4-d5-Bb2-e6-e3-Bxb4-Bxg7,5
e4-e5-Nf3-d5-exd5-Qxd5-Nc3-Qc6-Bb5,5
