pgn,freq
e4-e5-Nf3-Nc6-Bc4-Nf6-Ng5-d5-exd5-Nxd5-Nxf7-Kxf7-Qf3+-Ke8-Bxd5-g6-Qf7#,3
e4-c5-Bc4-Nc6-Qh5-e6-Qxf7+-Kxf7,3
e4-c5-Bc4-d6-Qf3-Nc6-Qxf7+,3
e4-c5-Nf3-d6-d4-cxd4-Nxd4-Nf6-Nc3,3
e4-e5-Nf3-f6-Nxe5-fxe5-Qh5+-Ke7-Qxe5+-Kf7-Bc4+-Kg6-Qf5+-Kh6-d4+,3
d4-e5-dxe5-Nc6-Bf4-Qe7-Nf3-Qb4+-Nbd2-Qxf4,3
e4-e6-d4-d5-e5-c5-dxc5-Qb6-cxb6,3
e4-e5-Nf3-Nc6-d4-exd4-Nxd4-Bc5-Nxc6-Qf6-Qd2-Qxc6-Nc3-d6-Bb5,3
e4-d5-exd5-Qxd5-Nc3-Qe6+-Be2-Qg6-Nf3-Qxg2,3
e4-c5-Bc4-Nc6-Qh5-Ne5,3
e4-e5-Nf3-Nc6-Bc4-Nf6-Ng5-h6-Nxf7-Nxe4-Nxd8-Kxd8,3
d4-e6-Nc3-d5-Bg5-c5-Bxd8,3
e4-e5-Nf3-Nc6-Bb5-a6-Bxc6-bxc6-Nxe5-d6-Nxc6-Bb7-Nxd8,3
e4-e5-Qh5-d6-Bc4-Nd7-Qxf7#,3
d4-Nf6-Bf4-e5-e3-exf4,3
e4-d5-Nf3-dxe4-Ng5-Bf5-Nc3-Nf6-Qe2-Qd4-Qb5+-Bd7-Qxb7-Bc6-Bb5-Qb6-Qc8#,3
d4-d6-c4-e5-dxe5-dxe5-Qxd8+,3
e4-c5-Nf3-Nc6-Bc4-a6-Ng5,3
d4-d5-e3-Nc6-c4-dxc4-Bxc4-e5-Qf3-exd4-Qxf7#,3
e4-c5-Nf3-d6-d4-cxd4-Nxd4-Nf6,3
e4-c5-Nf3-g6-d4-cxd4-Nxd4,3
e4-e5-Nf3-Nc6-Bb5-Bc5-Bxc6-dxc6-Nxe5-Qd4-f4-Qf2#,3
e4-d6-Bc4-e5-Qf3-Bd7-Qxf7#,3
e4-e5-Nc3-Nc6-Bc4-Bb4-Qf3-Bxc3-Qxf7#,3
e3-e5-Qf3-d5-c4-e4-Qf4-Bd6-cxd5-Bxf4,3
e4-e5-Bc4-d6-Qf3-h5-Qxf7#,3
e4-e5-Nf3-Nc6-Bc4-Nf6-Ng5-Bc5-Nxf7-Bxf2+-Kxf2-Nxe4+-Kg1-Qh4-Qf3-Nd4-Qh3-Qe1+-Bf1-Ne2#,3
e4-e5-Nf3-d6-Bc4-Bg4-c3-Nf6-Qb3-Qd7-Qxb7-Qc6-Bb5,3
e4-e5-Bc4-Nh6-Qh5-g6-Qxe5+-Be7-Qxh8+,3
e4-c5-Bc4-Nc6-Bxf7+-Kxf7-Qh5+-g6-Qxc5-e6-d3-Bxc5,3
e4-e5-d3-Bc5-g3-Qf6-Bg2-Qxf2#,3
e4-d5-Nf3-dxe4-Nc3-exf3,3
e4-Nc6-d4-d5-e5-Bf5-Bd3-Nxd4,3
e4-c5-c3-e5-d4-cxd4-cxd4-exd4-Qxd4-Nc6-Qc3-Bb4,3
e4-e5-Qf3-Bb4-Bc4-Nh6-c3-Bc5-d3-d6-Bxh6-gxh6-Qxf7#,3
e4-e5-Nf3-Nc6-Bb5-a6-Bxc6-dxc6-O-O-Bd6-d4-exd4-Qxd4-Nf6-e5,3
e4-e5-Nf3-Nc6-Bb5-Qf6-Nc3-a6-Nd5-Qe6-Nxc7+,3
e4-e5-f4-Bc5-Nf3-Qh4+-Nxh4,3
e4-e5-Qh5-Nc6-Bc4-g6-Qf3-Nb4-Qxf7#,3
e4-e5-Bc4-Nf6-Nf3-h6-Nxe5-Qe7-Bxf7+,3
e4-e5-Nf3-Nc6-Bc4-Bc5-d3-Nf6-Ng5-O-O,3
e4-e5-Nf3-Nf6-Nxe5-Nxe4,3
d4-Nf6-c4-e6-Nc3-Bb4-Qc2-O-O,3
e4-Nc6-Bc4-e6-Qf3-d5-exd5-exd5-Bxd5-Bd7-Qxf7#,3
e4-e5-Nf3-d6-Bc4-Bg4-h3-Bxf3-Qxf3-Nf6-Qb3-Nbd7-Bxf7+-Ke7-Qe6#,3
e4-c5-d4-cxd4-Qxd4-Nc6-Qc5-e5-Nf3-Bxc5,3
e4-e5-Nf3-Nc6-d4-exd4-Nxd4-Bc5-Nxc6-Qf6-c3-Qxf2#,3
e4-e5-d4-exd4-c3-dxc3-Bc4-Nc6-Nf3-h6-O-O-Be7-Qd5,3
e4-c6-Nf3-d5-d4-dxe4-Ne5-Nf6-Bc4-Nbd7-Bxf7#,3
e4-e5-Qf3-c6-Bc4-b5-Qxf7#,3
e4-e5-Nf3-Bc5-Bc4-Qh4-Nxh4,3
e4-e5-Nf3-Nc6-Bc4-Nf6-Ng5-Ke7-Nxf7,3
d4-d5-c4-dxc4-e4-e5-d5-c6-Bxc4-cxd5-Bxd5-Ne7-Bxf7+-Kxf7-Qxd8,3
b3-e5-Bb2-Qf6-g3-Bc5-Bg2-Qxf2#,3
d4-f5-Bg5-h6-Bh4-g5-e3-gxh4-Qh5#,3
e4-e5-Nf3-d5-exd5-e4-Nd4-Qxd5-Nb3-Qe5-Be2-Nf6-O-O-Bd6-d4-Qxh2#,3
Nf3-g6-d4-Bg7-Bh6-e6-Bxg7,3
d4-e6-Nf3-d6-Bg5-d5-Bxd8,3
e4-e5-Qh5-Nc6-Bc4-g6-Qf3-Nge7-Qxf7#,3
e4-e5-Nf3-Nc6-Bc4-Nf6-Ng5-d5-exd5-Nxd5-Nxf7-Kxf7-Qf3+-Ke8-Bxd5-Be6-Bxe6,3
e4-e5-Qf3-Nc6-Bc4-b6-Qxf7#,3
d4-e5-d5-Bc5-e4-Qh4-g3-Qxe4+,3
e4-c5-Nf3-e6-Nc3-Nc6,3
d4-d5-c4-dxc4-e3-Be6-Bxc4-Bxc4,3
e4-e5-Nf3-Nc6-Bc4-h6-d4-exd4-Nxd4-Nxd4-Qxd4-b6-Qd5,3
e4-c6-Qf3-d6-Bc4-Nd7-Qxf7#,3
d4-d5-Bg5-Nc6-e3-e5-Bxd8,3
e4-c5-Nf3-g6-d4-cxd4-Qxd4-Nf6-e5-Nc6-Qc3-e6-exf6-Bb4-Qxb4-Nxb4-c3-Nc2+,3
e4-c6-d4-d5-exd5-cxd5,3
e4-d5-exd5-Qxd5-Nc3-Nf6,3
e4-e5-Nf3-d6-Nc3-Bg4,3
e4-e5-Nf3-Nc6-Bb5-a6-Bxc6-dxc6-O-O-Nf6-Nxe5-Qd4-Nf3-Qxe4-Re1,3
e4-g6-Qf3-Bg7-Bc4-h6-Qxf7#,3
e4-e5-Nf3-Nc6-Bc4-Nf6-Ng5-d5-exd5-Nd4-d6-Qxd6-Nxf7-Qc6-Bb3-Qxg2-Rf1-Qe4+,3
d4-d5-c4-dxc4-e4-Nc6,3
e4-e5-Nf3-Nc6-d4-exd4-Nxd4-Nxd4,3
e4-e5-Nf3-Nc6-Bb5-f5-Bxc6-dxc6-Nxe5-Qd4-Qh5+-g6-Nxg6-hxg6-Qxh8-Qxh8,3
d4-Nf6-c4-c5-d5-e6-Nc3-exd5-cxd5,3
e4-e5-Nf3-Nc6-Bc4-Be7-d4-exd4-Nxd4-Nxd4-Qxd4-d6-Qxg7-Bf6,3
e4-g6-Bc4-f5-exf5-gxf5-Qh5#,3
e4-e5-Nf3-Nc6-Bc4-d6-h3-Nf6-Ng5-d5-exd5-Nxd5-Nxf7-Kxf7-Qf3+-Ke8-Bxd5-Nd4-Qf7#,3
e4-Nc6-Nf3-e5-Bc4-Nf6-Ng5-d5-exd5-Nxd5-Nxf7-Kxf7-Qf3+-Ke8-Bxd5-Nd4-Qf7#,3
e4-e5-Nf3-Nc6-Bc4-Nf6-Ng5-d5-exd5-Nxd5-Nxf7-Qf6-Nxh8-Bc5-Bxd5-Qxf2#,3
d4-d5-c4-e6-cxd5-exd5,3
e4-e5-Nf3-Nc6-d4-exd4-Nxd4-Bc5-Nxc6-Qf6-Nd4-Bxd4-c3-Qxf2#,3
e4-e5-Qf3-d6-Bc4-a6-Qxf7#,3
e4-d6-Bc4-e5-Qf3-Nc6-Qxf7#,3
e4-e5-Bc4-Bc5-Qf3-Ne7-Qxf7#,3
Nf3-d5-d4-c5-Bg5-e6-Bxd8,3
e4-d5-exd5-Nf6-c4-Nxd5-cxd5,3
e4-e5-Qh5-Qf6-g4-Bc5-g5-Qxf2+-Kd1-Qxf1#,3
d4-d5-c4-e5-Nc3-exd4-Qxd4-Nc6-Qxd5-Be6-Qxd8+-Rxd8-Nf3-Nb4-e3-Nc2+-Ke2-Bxc4#,3
e4-e5-d4-exd4-Qxd4-Nc6-Nf3-Nxd4,3
e4-e5-Nf3-d6-d4-Qf6-dxe5-dxe5-Bg5-Qb6-Qd8#,3
d4-Nf6-Bg5-Ne4-f3-Nxg5,3
d4-d6-c4-Bg4-e3-Bxd1,3
e4-e5-Qh5-g6-Qxe5+-Qe7-Qxh8-Qxe4+-Ne2-Qxc2-Qxg8,3
e4-d6-d4-Nf6-e5-dxe5-dxe5-Qxd1+-Kxd1-Ng4-Nf3-Nxf2+,3
d4-e5-dxe5-Qe7-Nf3-Nc6-Bf4-Qb4+-Nc3-Qxf4,3
e4-e5-Nf3-Nf6-Nxe5-Nxe4-Bc4-d5-Qf3-dxc4-Qxf7#,3
e4-e5-Bc4-Bc5-Qh5-g6-Qxe5+-Ne7-Qxh8+,3
e4-c5-d4-cxd4-Qxd4-Nc6-Qc3-e5-Bb5-Bb4,3
e4-g6-d3-Bg7-Bh6-e6-Bxg7,3
